date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:12:59	44468/44468	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202024%2019:13:00%20GMT	https://siteeseguro.tech/opinapay/images/email.png	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/images/email.png	(from https://siteeseguro.tech/opinapay/)
16:12:59	67320/67320	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Aug%202024%2019:13:00%20GMT	https://siteeseguro.tech/opinapay/images/qr.png	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/images/qr.png	(from https://siteeseguro.tech/opinapay/)
16:13:00	380220/380220	---M-Z	200	added ('OK')	application/x-javascript	etag:%225cd3c-66cf8893-dc0e3cba52504306;gz%22	https://siteeseguro.tech/opinapay/js/lottie-player.js	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/js/lottie-player.js	(from https://siteeseguro.tech/opinapay/)
16:13:00	19508/19508	---M-Z	200	added ('OK')	application/x-javascript	etag:%224c34-66cf8893-96b94ec81db4dcc3;gz%22	https://siteeseguro.tech/opinapay/js/scripts.js	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/js/scripts.js	(from https://siteeseguro.tech/opinapay/)
16:13:00	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-7303cb53e566dc17;gz%22	https://siteeseguro.tech/opinapay/_0x31bb89	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/_0x31bb89	(from https://siteeseguro.tech/opinapay/js/script.js)
16:13:00	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-7303cb53e566dc17;gz%22	https://siteeseguro.tech/opinapay/_0x367f7a	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/_0x367f7a	(from https://siteeseguro.tech/opinapay/js/script.js)
16:13:01	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22999-63beabb4-7303cb53e566dc17;;;%22	https://siteeseguro.tech/opinapay/css/images/background_whats.jpg	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/css/images/background_whats.jpg	(from https://siteeseguro.tech/opinapay/css/styles.css)
16:13:01	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-7303cb53e566dc17;gz%22	https://siteeseguro.tech/opinapay/ions/	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/ions/index.html	(from https://siteeseguro.tech/opinapay/js/script.js)
16:13:02	16484/16484	---M-Z	200	added ('OK')	text/css	etag:%224064-66cf8893-1958b294f57a87e;gz%22	https://siteeseguro.tech/opinapay/css/style.min.css	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/css/style.min.css	(from https://siteeseguro.tech/opinapay/transparent.html)
16:13:02	3300/3300	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ce4-66cf8893-9a9d805d8d1aaf25;gz%22	https://siteeseguro.tech/opinapay/js/view.min.js	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/js/view.min.js	(from https://siteeseguro.tech/opinapay/transparent.html)
16:13:02	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-7303cb53e566dc17;gz%22	https://siteeseguro.tech/opinapay/h=/	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/h=/index.html	(from https://siteeseguro.tech/opinapay/js/script.js)
16:13:03	326628/326628	---M--	200	added ('OK')	font/woff2	etag:%224fbe4-66cf8893-5a2e6ad7e49d3fe5;;;%22	https://siteeseguro.tech/opinapay/fonts/Inter-VariableFont_slnt%2Cwght.woff2	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://siteeseguro.tech/opinapay/transparent.html)
16:13:03	146060/146060	---M--	200	added ('OK')	font/woff2	etag:%2223a8c-66cf8893-65a89d2fc7a405d9;;;%22	https://siteeseguro.tech/opinapay/fonts/cardo_normal_400.woff2	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/fonts/cardo_normal_400.woff2	(from https://siteeseguro.tech/opinapay/transparent.html)
16:13:03	105184/105184	---M--	200	added ('OK')	font/woff2	etag:%2219ae0-66cf8893-331fed25b673e890;;;%22	https://siteeseguro.tech/opinapay/fonts/cardo_italic_400.woff2	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/fonts/cardo_italic_400.woff2	(from https://siteeseguro.tech/opinapay/transparent.html)
16:13:04	132564/132564	---M--	200	added ('OK')	font/woff2	etag:%22205d4-66cf8893-7a51aacd80e1b1a7;;;%22	https://siteeseguro.tech/opinapay/fonts/cardo_normal_700.woff2	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/fonts/cardo_normal_700.woff2	(from https://siteeseguro.tech/opinapay/transparent.html)
16:13:04	787/787	---M--	403	error ('Forbidden')	text/html	date:Fri,%2030%20Aug%202024%2019:13:05%20GMT	https://siteeseguro.tech/opinapay/images/	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/images/index.html	(from https://siteeseguro.tech/opinapay/js/lottie-player.js)
16:13:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-7303cb53e566dc17;gz%22	https://siteeseguro.tech/opinapay/t,window.location.href	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/t,window.location.href	(from https://siteeseguro.tech/opinapay/js/lottie-player.js)
16:13:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-7303cb53e566dc17;gz%22	https://siteeseguro.tech/opinapay/giItT1WQy@!-/	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/giItT1WQy@!-/index.html	(from https://siteeseguro.tech/opinapay/js/lottie-player.js)
16:13:04	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-7303cb53e566dc17;gz%22	https://siteeseguro.tech/opinapay/t	C:/Meus%20Sites/opinapay_/siteeseguro.tech/opinapay/t	(from https://siteeseguro.tech/opinapay/js/lottie-player.js)
